fight_id,fighter_id,round,kd,sig_str,total_str,td,sub_att,reversals,ctr_time,head,body,leg,distance,clinch,ground
111,3644,1,0,22 of 39,70 of 91,1 of 1,1,0,--,21 of 38,1 of 1,0 of 0,0 of 1,0 of 0,22 of 38
111,1890,1,0,1 of 3,12 of 15,0 of 0,0,0,--,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
112,1286,1,0,0 of 0,0 of 0,0 of 0,1,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
112,1549,1,0,0 of 1,0 of 1,0 of 0,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
113,5,1,1,9 of 17,13 of 21,1 of 1,0,0,--,9 of 17,0 of 0,0 of 0,1 of 1,8 of 16,0 of 0
113,2818,1,0,2 of 2,2 of 2,0 of 0,0,0,--,1 of 1,1 of 1,0 of 0,1 of 1,1 of 1,0 of 0
114,1286,1,0,6 of 18,6 of 18,0 of 0,2,0,--,6 of 18,0 of 0,0 of 0,5 of 16,0 of 1,1 of 1
114,5,1,0,13 of 28,16 of 32,0 of 0,0,0,--,13 of 27,0 of 1,0 of 0,9 of 19,4 of 9,0 of 0
117,398,1,0,0 of 3,4 of 7,1 of 1,1,0,--,0 of 0,0 of 0,0 of 3,0 of 3,0 of 0,0 of 0
117,2447,1,0,0 of 0,0 of 0,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
118,3941,1,0,11 of 25,63 of 81,1 of 1,0,0,--,11 of 25,0 of 0,0 of 0,3 of 12,1 of 4,7 of 9
118,3941,2,0,9 of 18,9 of 18,0 of 0,0,0,--,9 of 18,0 of 0,0 of 0,6 of 15,2 of 2,1 of 1
118,1804,1,0,1 of 10,19 of 31,1 of 10,0,0,--,1 of 10,0 of 0,0 of 0,1 of 10,0 of 0,0 of 0
118,1804,2,0,0 of 7,0 of 7,0 of 0,0,0,--,0 of 7,0 of 0,0 of 0,0 of 7,0 of 0,0 of 0
119,1195,1,0,30 of 42,63 of 78,2 of 2,1,0,--,23 of 35,6 of 6,1 of 1,2 of 3,11 of 17,17 of 22
119,2737,1,0,3 of 5,4 of 7,0 of 0,0,0,--,3 of 5,0 of 0,0 of 0,1 of 3,2 of 2,0 of 0
120,319,1,1,17 of 29,23 of 35,0 of 0,0,0,--,17 of 29,0 of 0,0 of 0,2 of 4,5 of 15,10 of 10
120,3986,1,0,1 of 7,1 of 7,0 of 0,0,0,--,0 of 6,1 of 1,0 of 0,0 of 1,1 of 6,0 of 0
121,398,1,0,2 of 4,3 of 5,1 of 1,1,0,--,2 of 3,0 of 0,0 of 1,0 of 2,2 of 2,0 of 0
121,3547,1,0,0 of 0,0 of 0,0 of 1,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
122,319,1,1,9 of 12,9 of 12,0 of 0,0,0,--,9 of 12,0 of 0,0 of 0,2 of 3,0 of 0,7 of 9
122,1195,1,0,0 of 2,0 of 2,0 of 0,0,0,--,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
123,733,1,0,4 of 12,12 of 21,0 of 0,2,0,--,4 of 12,0 of 0,0 of 0,2 of 8,0 of 0,2 of 4
123,3635,1,0,2 of 4,16 of 18,0 of 3,0,0,--,2 of 4,0 of 0,0 of 0,2 of 4,0 of 0,0 of 0
124,2951,1,0,21 of 24,28 of 31,1 of 1,0,0,--,20 of 23,1 of 1,0 of 0,1 of 1,0 of 0,20 of 23
124,53,1,0,0 of 0,0 of 0,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
125,2848,1,0,11 of 13,13 of 15,0 of 0,0,0,--,11 of 13,0 of 0,0 of 0,0 of 2,0 of 0,11 of 11
125,1732,1,0,1 of 5,1 of 5,0 of 0,1,0,--,0 of 4,0 of 0,1 of 1,1 of 3,0 of 2,0 of 0
126,2588,1,0,26 of 41,64 of 84,0 of 0,0,0,--,14 of 29,5 of 5,7 of 7,12 of 18,10 of 15,4 of 8
126,2588,2,0,9 of 13,22 of 26,0 of 0,0,0,--,7 of 10,1 of 1,1 of 2,2 of 5,3 of 4,4 of 4
126,2216,1,0,2 of 13,11 of 23,0 of 2,1,0,--,2 of 11,0 of 0,0 of 2,2 of 8,0 of 5,0 of 0
126,2216,2,0,1 of 3,7 of 9,0 of 0,0,0,--,1 of 2,0 of 0,0 of 1,1 of 2,0 of 1,0 of 0
127,1787,1,0,0 of 0,3 of 3,0 of 0,1,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
127,78,1,0,3 of 6,5 of 8,0 of 1,0,0,--,3 of 6,0 of 0,0 of 0,0 of 0,0 of 0,3 of 6
128,1475,1,0,0 of 0,0 of 0,1 of 1,1,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
128,3854,1,0,1 of 1,1 of 1,0 of 0,0,0,--,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
129,792,1,0,1 of 1,1 of 1,1 of 1,1,0,--,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
129,1554,1,0,0 of 0,0 of 0,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
130,2588,1,0,0 of 5,0 of 5,0 of 1,1,0,--,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0
130,2951,1,0,5 of 19,19 of 33,1 of 1,0,0,--,5 of 19,0 of 0,0 of 0,1 of 15,0 of 0,4 of 4
131,792,1,0,16 of 19,25 of 28,1 of 1,0,0,--,15 of 18,1 of 1,0 of 0,0 of 0,0 of 0,16 of 19
131,1475,1,0,0 of 0,1 of 1,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
132,319,1,0,15 of 24,16 of 25,1 of 1,0,0,--,13 of 22,2 of 2,0 of 0,1 of 1,7 of 11,7 of 12
132,5,1,0,2 of 5,2 of 5,0 of 1,0,0,--,0 of 3,2 of 2,0 of 0,0 of 2,2 of 3,0 of 0
133,1288,1,0,5 of 8,11 of 15,1 of 1,1,0,--,4 of 7,1 of 1,0 of 0,0 of 0,0 of 0,5 of 8
133,662,1,0,0 of 2,5 of 8,0 of 0,0,0,--,0 of 2,0 of 0,0 of 0,0 of 1,0 of 0,0 of 1
134,1761,1,0,7 of 12,16 of 21,1 of 1,0,0,--,4 of 8,2 of 3,1 of 1,2 of 3,0 of 0,5 of 9
134,1298,1,0,1 of 1,2 of 2,0 of 0,0,0,--,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
135,2700,1,0,6 of 7,64 of 67,2 of 2,0,0,--,6 of 6,0 of 0,0 of 1,0 of 1,0 of 0,6 of 6
135,2700,2,0,1 of 2,12 of 13,1 of 1,0,0,--,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2
135,4147,1,0,1 of 4,100 of 114,0 of 0,0,0,--,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
135,4147,2,0,0 of 1,14 of 17,0 of 0,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
136,1816,1,0,3 of 6,4 of 7,1 of 1,0,0,--,3 of 4,0 of 1,0 of 1,0 of 2,0 of 1,3 of 3
136,538,1,0,1 of 4,1 of 4,0 of 0,0,0,--,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
137,2004,1,0,14 of 20,18 of 24,1 of 1,0,0,--,14 of 20,0 of 0,0 of 0,0 of 0,0 of 0,14 of 20
137,1722,1,0,1 of 2,10 of 13,0 of 0,0,0,--,0 of 0,1 of 1,0 of 1,0 of 1,0 of 0,1 of 1
138,388,1,0,9 of 21,12 of 24,1 of 1,1,0,--,9 of 21,0 of 0,0 of 0,2 of 8,3 of 6,4 of 7
138,1890,1,0,6 of 10,6 of 10,0 of 0,0,0,--,6 of 10,0 of 0,0 of 0,4 of 7,2 of 3,0 of 0
139,1816,1,0,2 of 4,3 of 5,1 of 1,1,0,--,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,2 of 4
139,1288,1,0,0 of 1,0 of 1,0 of 0,0,0,--,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0
140,2004,1,0,3 of 6,3 of 7,1 of 1,0,0,--,1 of 4,0 of 0,2 of 2,2 of 2,0 of 0,1 of 4
140,388,1,0,0 of 1,6 of 7,0 of 0,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
141,3746,1,0,25 of 30,99 of 104,0 of 0,0,1,--,22 of 27,1 of 1,2 of 2,6 of 9,0 of 0,19 of 21
141,3746,2,0,18 of 20,18 of 20,0 of 0,0,0,--,9 of 11,0 of 0,9 of 9,18 of 20,0 of 0,0 of 0
141,3746,3,0,12 of 15,12 of 15,0 of 0,0,0,--,3 of 6,0 of 0,9 of 9,12 of 15,0 of 0,0 of 0
141,733,1,0,17 of 39,45 of 76,2 of 3,2,0,--,17 of 39,0 of 0,0 of 0,0 of 2,0 of 0,17 of 37
141,733,2,0,1 of 2,1 of 2,0 of 1,0,0,--,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
141,733,3,0,1 of 2,1 of 2,0 of 3,0,0,--,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
142,1761,1,0,11 of 18,20 of 34,1 of 5,0,1,--,8 of 15,2 of 2,1 of 1,3 of 3,3 of 5,5 of 10
142,2718,1,0,12 of 22,26 of 36,1 of 1,4,0,--,2 of 10,10 of 12,0 of 0,0 of 6,12 of 16,0 of 0
143,631,1,0,11 of 22,25 of 36,1 of 1,0,0,--,11 of 22,0 of 0,0 of 0,0 of 0,0 of 0,11 of 22
143,994,1,0,1 of 2,11 of 15,0 of 0,0,0,--,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
144,2004,1,1,1 of 2,1 of 2,0 of 0,0,0,--,1 of 2,0 of 0,0 of 0,0 of 1,1 of 1,0 of 0
144,3877,1,0,0 of 3,0 of 3,0 of 0,0,0,--,0 of 2,0 of 1,0 of 0,0 of 3,0 of 0,0 of 0
145,327,1,0,11 of 26,44 of 59,3 of 3,0,0,--,10 of 23,0 of 1,1 of 2,1 of 6,3 of 4,7 of 16
145,327,2,0,2 of 2,10 of 10,0 of 0,0,0,--,0 of 0,2 of 2,0 of 0,0 of 0,2 of 2,0 of 0
145,279,1,0,11 of 31,56 of 80,1 of 2,0,0,--,6 of 23,4 of 6,1 of 2,2 of 18,6 of 10,3 of 3
145,279,2,0,0 of 1,5 of 7,1 of 2,0,0,--,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0
146,792,1,0,34 of 43,77 of 88,1 of 1,1,0,--,31 of 40,3 of 3,0 of 0,2 of 5,22 of 26,10 of 12
146,319,1,0,6 of 21,13 of 28,0 of 1,0,0,--,6 of 21,0 of 0,0 of 0,1 of 13,5 of 8,0 of 0
147,2004,1,0,5 of 7,9 of 11,1 of 1,1,0,--,5 of 6,0 of 0,0 of 1,0 of 1,0 of 0,5 of 6
147,631,1,0,0 of 0,0 of 0,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
148,3746,1,0,12 of 13,38 of 39,0 of 0,1,0,--,7 of 8,0 of 0,5 of 5,5 of 5,1 of 1,6 of 7
148,5,1,1,5 of 22,17 of 39,0 of 0,0,0,--,5 of 22,0 of 0,0 of 0,1 of 8,2 of 3,2 of 11
149,3986,1,0,6 of 17,18 of 29,0 of 0,1,0,--,5 of 16,0 of 0,1 of 1,6 of 13,0 of 3,0 of 1
149,2067,1,0,12 of 24,74 of 93,3 of 6,0,0,--,9 of 21,3 of 3,0 of 0,3 of 6,0 of 1,9 of 17
150,5,1,0,12 of 28,49 of 66,2 of 2,0,0,--,12 of 28,0 of 0,0 of 0,5 of 11,0 of 0,7 of 17
150,5,2,0,1 of 3,20 of 24,1 of 2,0,0,--,1 of 3,0 of 0,0 of 0,1 of 1,0 of 0,0 of 2
150,154,1,0,6 of 6,26 of 27,0 of 1,1,0,--,1 of 1,0 of 0,5 of 5,6 of 6,0 of 0,0 of 0
150,154,2,0,3 of 3,3 of 3,0 of 0,0,0,--,0 of 0,1 of 1,2 of 2,2 of 2,1 of 1,0 of 0
151,3473,1,0,0 of 1,0 of 2,0 of 1,0,0,--,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1
151,3716,1,0,4 of 10,9 of 15,1 of 1,1,0,--,4 of 10,0 of 0,0 of 0,0 of 1,4 of 9,0 of 0
152,3645,1,0,1 of 1,1 of 1,0 of 0,1,0,--,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
152,1816,1,0,2 of 3,2 of 3,1 of 1,0,0,--,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0
153,319,1,0,0 of 0,0 of 0,2 of 2,3,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
153,663,1,0,1 of 1,1 of 1,0 of 0,0,1,--,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
154,3473,1,0,1 of 2,2 of 3,1 of 1,2,0,--,1 of 2,0 of 0,0 of 0,0 of 1,0 of 0,1 of 1
154,3716,1,0,1 of 2,11 of 13,1 of 1,1,0,--,1 of 2,0 of 0,0 of 0,0 of 1,1 of 1,0 of 0
155,792,1,0,15 of 26,31 of 42,1 of 1,1,0,--,15 of 26,0 of 0,0 of 0,0 of 0,0 of 0,15 of 26
155,792,2,0,0 of 0,11 of 11,1 of 1,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
155,792,3,0,4 of 5,12 of 13,1 of 1,0,0,--,4 of 5,0 of 0,0 of 0,0 of 0,0 of 0,4 of 5
155,3746,1,0,5 of 7,12 of 14,0 of 0,0,0,--,3 of 4,0 of 0,2 of 3,3 of 4,1 of 2,1 of 1
155,3746,2,0,1 of 1,3 of 3,0 of 0,0,0,--,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
155,3746,3,0,3 of 9,3 of 9,0 of 0,0,0,--,2 of 7,1 of 2,0 of 0,3 of 9,0 of 0,0 of 0
158,523,1,0,42 of 80,100 of 142,1 of 1,1,0,--,25 of 61,17 of 19,0 of 0,12 of 35,10 of 23,20 of 22
158,3931,1,0,6 of 24,32 of 50,0 of 2,0,0,--,2 of 15,1 of 6,3 of 3,5 of 11,1 of 13,0 of 0
159,2602,1,0,6 of 15,44 of 54,0 of 0,1,1,--,3 of 12,3 of 3,0 of 0,1 of 10,3 of 3,2 of 2
159,2602,2,0,12 of 12,20 of 20,0 of 0,0,0,--,2 of 2,8 of 8,2 of 2,2 of 2,10 of 10,0 of 0
159,3567,1,0,7 of 21,32 of 50,1 of 1,0,1,--,5 of 17,2 of 2,0 of 2,0 of 2,2 of 2,5 of 17
159,3567,2,0,6 of 13,14 of 21,1 of 2,0,0,--,2 of 8,3 of 4,1 of 1,0 of 0,4 of 5,2 of 8
160,398,1,0,5 of 17,9 of 21,0 of 2,2,0,--,2 of 14,0 of 0,3 of 3,4 of 16,0 of 0,1 of 1
160,1816,1,0,18 of 25,35 of 44,2 of 2,0,0,--,13 of 20,4 of 4,1 of 1,5 of 9,0 of 0,13 of 16
161,2602,1,0,6 of 14,67 of 77,0 of 0,1,0,--,4 of 10,1 of 2,1 of 2,3 of 7,0 of 0,3 of 7
161,457,1,0,2 of 10,70 of 83,1 of 1,1,0,--,1 of 8,1 of 2,0 of 0,1 of 9,1 of 1,0 of 0
162,2069,1,0,31 of 50,61 of 80,0 of 2,0,0,--,18 of 34,1 of 1,12 of 15,30 of 49,0 of 0,1 of 1
162,2069,2,0,14 of 25,52 of 75,0 of 0,0,0,--,13 of 24,1 of 1,0 of 0,2 of 2,2 of 2,10 of 21
162,2224,1,0,13 of 45,25 of 59,1 of 2,2,0,--,13 of 45,0 of 0,0 of 0,6 of 33,0 of 0,7 of 12
162,2224,2,0,0 of 1,0 of 1,1 of 3,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
163,3645,1,0,2 of 4,2 of 4,1 of 1,0,0,--,1 of 1,0 of 0,1 of 3,1 of 3,0 of 0,1 of 1
163,4449,1,0,0 of 2,0 of 2,0 of 0,0,0,--,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
164,2246,1,0,46 of 98,61 of 117,2 of 2,0,0,--,13 of 47,6 of 9,27 of 42,20 of 52,21 of 36,5 of 10
164,1647,1,0,9 of 38,11 of 40,1 of 1,0,0,--,8 of 37,0 of 0,1 of 1,5 of 25,3 of 12,1 of 1
166,1630,1,0,19 of 35,39 of 55,1 of 1,1,0,--,10 of 25,8 of 9,1 of 1,3 of 12,6 of 10,10 of 13
166,1630,2,1,12 of 19,14 of 22,0 of 0,0,0,--,11 of 18,1 of 1,0 of 0,0 of 4,12 of 15,0 of 0
166,1403,1,1,19 of 27,26 of 34,0 of 0,0,0,--,8 of 15,2 of 2,9 of 10,15 of 23,3 of 3,1 of 1
166,1403,2,0,17 of 22,17 of 22,0 of 0,0,0,--,8 of 12,2 of 2,7 of 8,14 of 19,3 of 3,0 of 0
167,2831,1,0,1 of 1,1 of 1,1 of 1,3,0,--,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
167,1387,1,0,0 of 1,0 of 1,0 of 0,0,0,--,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1
168,4130,1,0,27 of 72,48 of 94,1 of 1,1,0,--,15 of 55,8 of 10,4 of 7,9 of 35,1 of 4,17 of 33
168,3006,1,0,4 of 11,10 of 17,0 of 5,1,0,--,2 of 7,2 of 4,0 of 0,3 of 10,1 of 1,0 of 0
169,5,1,0,11 of 16,11 of 16,0 of 0,0,1,--,11 of 16,0 of 0,0 of 0,0 of 0,2 of 3,9 of 13
169,1022,1,0,0 of 0,1 of 1,1 of 3,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
170,1630,1,0,25 of 33,59 of 68,2 of 2,0,0,--,23 of 31,2 of 2,0 of 0,5 of 7,10 of 14,10 of 12
170,1630,2,0,3 of 9,6 of 12,1 of 1,0,0,--,3 of 9,0 of 0,0 of 0,0 of 3,0 of 0,3 of 6
170,2831,1,2,10 of 16,20 of 27,2 of 3,0,0,--,5 of 10,1 of 1,4 of 5,10 of 13,0 of 3,0 of 0
170,2831,2,0,10 of 16,10 of 16,0 of 0,1,0,--,5 of 11,1 of 1,4 of 4,9 of 15,1 of 1,0 of 0
171,4305,1,0,13 of 27,27 of 41,0 of 0,1,0,--,5 of 18,2 of 2,6 of 7,7 of 19,5 of 7,1 of 1
171,4305,2,1,9 of 15,9 of 15,0 of 0,0,0,--,8 of 14,0 of 0,1 of 1,7 of 11,1 of 3,1 of 1
171,733,1,0,26 of 45,54 of 75,3 of 6,0,0,--,23 of 42,1 of 1,2 of 2,6 of 14,6 of 7,14 of 24
171,733,2,0,0 of 4,0 of 4,0 of 2,0,0,--,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
172,3645,1,0,12 of 19,107 of 114,0 of 0,2,2,--,1 of 5,8 of 9,3 of 5,4 of 11,0 of 0,8 of 8
172,3645,2,0,8 of 9,14 of 15,0 of 0,1,0,--,2 of 3,6 of 6,0 of 0,0 of 1,8 of 8,0 of 0
172,1726,1,0,13 of 23,44 of 56,4 of 7,0,0,--,10 of 18,1 of 1,2 of 4,3 of 11,0 of 0,10 of 12
172,1726,2,0,1 of 2,1 of 2,1 of 3,0,0,--,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
174,2998,1,0,31 of 44,53 of 66,4 of 4,0,0,--,26 of 36,1 of 1,4 of 7,11 of 23,1 of 1,19 of 20
174,3528,1,0,11 of 36,21 of 47,2 of 3,0,1,--,8 of 30,2 of 3,1 of 3,4 of 24,0 of 0,7 of 12
175,443,1,0,9 of 16,17 of 26,1 of 1,1,0,--,6 of 11,1 of 3,2 of 2,2 of 2,5 of 10,2 of 4
175,1726,1,0,3 of 5,11 of 13,0 of 0,0,0,--,0 of 1,3 of 4,0 of 0,0 of 0,3 of 5,0 of 0
176,2069,1,0,7 of 20,7 of 21,2 of 4,4,1,--,4 of 14,1 of 2,2 of 4,7 of 20,0 of 0,0 of 0
176,2069,2,0,7 of 20,23 of 38,1 of 1,1,0,--,3 of 15,3 of 3,1 of 2,4 of 16,0 of 1,3 of 3
176,4305,1,0,7 of 38,7 of 38,0 of 0,0,0,--,4 of 29,3 of 8,0 of 1,6 of 36,1 of 2,0 of 0
176,4305,2,0,6 of 29,8 of 32,0 of 0,0,0,--,2 of 23,4 of 5,0 of 1,6 of 28,0 of 0,0 of 1
177,2602,1,0,13 of 24,58 of 69,1 of 7,0,0,--,0 of 6,8 of 10,5 of 8,3 of 11,10 of 13,0 of 0
177,2602,2,0,2 of 2,20 of 21,0 of 0,0,0,--,0 of 0,2 of 2,0 of 0,0 of 0,2 of 2,0 of 0
177,2602,3,0,4 of 8,17 of 21,0 of 2,0,0,--,2 of 6,2 of 2,0 of 0,1 of 3,3 of 5,0 of 0
177,523,1,0,9 of 21,80 of 97,1 of 1,2,1,--,0 of 12,8 of 8,1 of 1,0 of 8,9 of 12,0 of 1
177,523,2,0,4 of 6,24 of 28,0 of 0,0,0,--,0 of 2,4 of 4,0 of 0,0 of 2,4 of 4,0 of 0
177,523,3,0,11 of 16,41 of 48,1 of 1,0,0,--,2 of 6,8 of 9,1 of 1,1 of 2,10 of 13,0 of 1
178,3336,1,2,24 of 35,49 of 63,0 of 0,0,0,--,12 of 22,0 of 0,12 of 13,17 of 22,4 of 7,3 of 6
178,5,1,0,16 of 48,31 of 69,1 of 2,0,0,--,16 of 48,0 of 0,0 of 0,7 of 25,4 of 14,5 of 9
179,319,1,1,7 of 13,7 of 13,0 of 0,0,0,--,7 of 13,0 of 0,0 of 0,7 of 13,0 of 0,0 of 0
179,3682,1,0,1 of 2,1 of 2,0 of 0,0,0,--,0 of 0,0 of 0,1 of 2,1 of 2,0 of 0,0 of 0
180,3645,1,2,23 of 33,55 of 67,0 of 0,4,2,--,5 of 12,8 of 10,10 of 11,8 of 12,7 of 10,8 of 11
180,2276,1,0,4 of 11,11 of 18,3 of 4,1,0,--,3 of 10,0 of 0,1 of 1,1 of 8,0 of 0,3 of 3
181,704,1,0,15 of 30,35 of 52,2 of 2,0,0,--,13 of 28,2 of 2,0 of 0,1 of 4,0 of 0,14 of 26
181,594,1,0,0 of 2,0 of 2,0 of 2,1,0,--,0 of 0,0 of 2,0 of 0,0 of 2,0 of 0,0 of 0
182,3959,1,0,24 of 37,25 of 39,1 of 1,4,0,--,10 of 20,5 of 6,9 of 11,10 of 16,14 of 21,0 of 0
182,1364,1,0,4 of 26,30 of 59,1 of 1,0,0,--,3 of 25,1 of 1,0 of 0,0 of 14,0 of 0,4 of 12
183,523,1,1,32 of 115,34 of 117,0 of 0,1,0,--,26 of 107,4 of 4,2 of 4,21 of 82,9 of 24,2 of 9
183,523,2,0,10 of 20,23 of 33,0 of 0,0,0,--,2 of 12,5 of 5,3 of 3,0 of 7,10 of 13,0 of 0
183,3567,1,0,23 of 48,27 of 52,0 of 5,0,0,--,5 of 21,5 of 5,13 of 22,18 of 40,5 of 8,0 of 0
183,3567,2,0,11 of 15,14 of 18,0 of 1,0,0,--,2 of 5,9 of 10,0 of 0,2 of 5,9 of 10,0 of 0
184,2951,1,0,33 of 69,53 of 90,5 of 5,0,0,--,31 of 67,2 of 2,0 of 0,11 of 28,6 of 9,16 of 32
184,2951,2,0,4 of 7,6 of 10,1 of 2,0,0,--,4 of 6,0 of 1,0 of 0,1 of 1,1 of 3,2 of 3
184,398,1,0,8 of 19,21 of 32,0 of 0,0,0,--,4 of 12,0 of 0,4 of 7,7 of 16,0 of 2,1 of 1
184,398,2,0,1 of 6,18 of 23,0 of 0,0,0,--,1 of 5,0 of 0,0 of 1,0 of 4,1 of 2,0 of 0
185,3336,1,0,8 of 13,21 of 27,0 of 0,0,0,--,3 of 8,0 of 0,5 of 5,8 of 13,0 of 0,0 of 0
185,3336,2,0,8 of 16,8 of 16,0 of 0,0,0,--,6 of 14,0 of 0,2 of 2,7 of 15,1 of 1,0 of 0
185,733,1,0,22 of 42,55 of 75,2 of 4,0,0,--,22 of 42,0 of 0,0 of 0,4 of 13,0 of 0,18 of 29
185,733,2,0,3 of 11,3 of 11,0 of 2,0,0,--,1 of 7,0 of 1,2 of 3,3 of 10,0 of 1,0 of 0
186,2602,1,0,15 of 56,30 of 71,1 of 1,0,0,--,4 of 37,4 of 9,7 of 10,12 of 51,2 of 4,1 of 1
186,2602,2,0,9 of 11,14 of 16,0 of 0,0,0,--,4 of 6,0 of 0,5 of 5,6 of 8,0 of 0,3 of 3
186,2602,3,0,3 of 4,27 of 28,2 of 2,0,0,--,1 of 1,0 of 0,2 of 3,2 of 3,0 of 0,1 of 1
186,3034,1,0,16 of 67,18 of 69,1 of 4,0,0,--,4 of 51,1 of 2,11 of 14,14 of 64,1 of 2,1 of 1
186,3034,2,0,3 of 17,3 of 17,0 of 2,0,0,--,1 of 14,0 of 0,2 of 3,2 of 15,1 of 2,0 of 0
186,3034,3,0,0 of 4,0 of 4,0 of 0,1,0,--,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
187,3445,1,0,14 of 31,51 of 68,0 of 0,0,0,--,7 of 24,2 of 2,5 of 5,8 of 23,3 of 5,3 of 3
187,3445,2,1,17 of 30,19 of 32,0 of 0,0,0,--,14 of 26,1 of 2,2 of 2,10 of 19,6 of 10,1 of 1
187,2069,1,0,17 of 35,114 of 142,3 of 6,0,0,--,12 of 30,3 of 3,2 of 2,2 of 4,0 of 0,15 of 31
187,2069,2,0,6 of 12,6 of 12,0 of 3,0,0,--,4 of 8,1 of 2,1 of 2,4 of 10,2 of 2,0 of 0
188,2159,1,0,9 of 19,14 of 26,1 of 1,0,1,--,6 of 15,2 of 3,1 of 1,3 of 6,4 of 10,2 of 3
188,3343,1,0,17 of 42,33 of 60,1 of 2,2,1,--,14 of 38,3 of 4,0 of 0,0 of 8,2 of 4,15 of 30
189,4305,1,0,3 of 7,10 of 14,1 of 1,1,0,--,2 of 6,1 of 1,0 of 0,1 of 3,1 of 2,1 of 2
189,1402,1,0,2 of 7,9 of 16,0 of 0,0,0,--,0 of 5,2 of 2,0 of 0,1 of 5,1 of 2,0 of 0
190,3959,1,0,23 of 32,25 of 35,1 of 1,1,0,--,18 of 26,4 of 5,1 of 1,3 of 8,2 of 2,18 of 22
190,1772,1,0,2 of 8,7 of 14,0 of 0,0,0,--,2 of 8,0 of 0,0 of 0,1 of 7,1 of 1,0 of 0
191,3245,1,0,10 of 34,22 of 52,3 of 3,0,0,--,10 of 34,0 of 0,0 of 0,4 of 15,0 of 1,6 of 18
191,3245,2,0,7 of 15,17 of 25,1 of 1,0,0,--,7 of 15,0 of 0,0 of 0,0 of 3,1 of 1,6 of 11
191,3746,1,0,7 of 14,12 of 19,0 of 0,2,0,--,1 of 8,2 of 2,4 of 4,4 of 11,3 of 3,0 of 0
191,3746,2,0,2 of 2,2 of 2,0 of 0,0,0,--,1 of 1,0 of 0,1 of 1,2 of 2,0 of 0,0 of 0
192,1726,1,0,8 of 11,13 of 16,3 of 7,3,0,--,1 of 3,4 of 5,3 of 3,5 of 7,3 of 4,0 of 0
192,2246,1,0,12 of 24,58 of 70,0 of 0,0,1,--,12 of 21,0 of 2,0 of 1,3 of 11,1 of 2,8 of 11
